date,time,open,high,low,close,volume,time_human,time_iso8601
2026-03-24 21:21:00+05:30,1774367460,1.4045,1.4051,1.4033,1.4033,2318.0,2026-03-24 21:21:00 IST,2026-03-24T21:21:00+05:30
2026-03-24 21:24:00+05:30,1774367640,1.404,1.4042,1.4004,1.4004,12131.0,2026-03-24 21:24:00 IST,2026-03-24T21:24:00+05:30
2026-03-24 21:27:00+05:30,1774367820,1.4007,1.4011,1.3997,1.4002,46261.0,2026-03-24 21:27:00 IST,2026-03-24T21:27:00+05:30
2026-03-24 21:30:00+05:30,1774368000,1.4002,1.4002,1.3988,1.3994,27032.0,2026-03-24 21:30:00 IST,2026-03-24T21:30:00+05:30
2026-03-24 21:33:00+05:30,1774368180,1.3995,1.4011,1.3994,1.4003,17628.0,2026-03-24 21:33:00 IST,2026-03-24T21:33:00+05:30
2026-03-24 21:36:00+05:30,1774368360,1.4003,1.4016,1.3999,1.4002,8427.0,2026-03-24 21:36:00 IST,2026-03-24T21:36:00+05:30
2026-03-24 21:39:00+05:30,1774368540,1.4006,1.4013,1.4003,1.4006,18073.0,2026-03-24 21:39:00 IST,2026-03-24T21:39:00+05:30
2026-03-24 21:42:00+05:30,1774368720,1.4006,1.4017,1.4002,1.4017,2252.0,2026-03-24 21:42:00 IST,2026-03-24T21:42:00+05:30
2026-03-24 21:45:00+05:30,1774368900,1.4017,1.4034,1.4012,1.4023,10157.0,2026-03-24 21:45:00 IST,2026-03-24T21:45:00+05:30
2026-03-24 21:48:00+05:30,1774369080,1.4024,1.4024,1.4005,1.4007,5736.0,2026-03-24 21:48:00 IST,2026-03-24T21:48:00+05:30
2026-03-24 21:51:00+05:30,1774369260,1.4006,1.4019,1.3994,1.4,14503.0,2026-03-24 21:51:00 IST,2026-03-24T21:51:00+05:30
2026-03-24 21:54:00+05:30,1774369440,1.3997,1.4,1.3963,1.3964,51266.0,2026-03-24 21:54:00 IST,2026-03-24T21:54:00+05:30
2026-03-24 21:57:00+05:30,1774369620,1.3969,1.3988,1.3965,1.3974,44466.0,2026-03-24 21:57:00 IST,2026-03-24T21:57:00+05:30
2026-03-24 22:00:00+05:30,1774369800,1.398,1.3982,1.3967,1.3977,26481.0,2026-03-24 22:00:00 IST,2026-03-24T22:00:00+05:30
2026-03-24 22:03:00+05:30,1774369980,1.3976,1.3977,1.3943,1.3946,67424.0,2026-03-24 22:03:00 IST,2026-03-24T22:03:00+05:30
2026-03-24 22:06:00+05:30,1774370160,1.3949,1.3951,1.3912,1.392,233431.0,2026-03-24 22:06:00 IST,2026-03-24T22:06:00+05:30
2026-03-24 22:09:00+05:30,1774370340,1.3916,1.3916,1.3886,1.3902,140466.0,2026-03-24 22:09:00 IST,2026-03-24T22:09:00+05:30
2026-03-24 22:12:00+05:30,1774370520,1.3905,1.3931,1.3903,1.393,34874.0,2026-03-24 22:12:00 IST,2026-03-24T22:12:00+05:30
2026-03-24 22:15:00+05:30,1774370700,1.3931,1.3939,1.39,1.3912,65267.0,2026-03-24 22:15:00 IST,2026-03-24T22:15:00+05:30
2026-03-24 22:18:00+05:30,1774370880,1.3915,1.3927,1.391,1.3925,13153.0,2026-03-24 22:18:00 IST,2026-03-24T22:18:00+05:30
2026-03-24 22:21:00+05:30,1774371060,1.3927,1.3932,1.3922,1.3929,44579.0,2026-03-24 22:21:00 IST,2026-03-24T22:21:00+05:30
2026-03-24 22:24:00+05:30,1774371240,1.3927,1.3927,1.3897,1.3909,23262.0,2026-03-24 22:24:00 IST,2026-03-24T22:24:00+05:30
2026-03-24 22:27:00+05:30,1774371420,1.3907,1.3908,1.3895,1.3902,33117.0,2026-03-24 22:27:00 IST,2026-03-24T22:27:00+05:30
2026-03-24 22:30:00+05:30,1774371600,1.3903,1.3913,1.3894,1.3897,11430.0,2026-03-24 22:30:00 IST,2026-03-24T22:30:00+05:30
2026-03-24 22:33:00+05:30,1774371780,1.3903,1.3903,1.3863,1.3871,57032.0,2026-03-24 22:33:00 IST,2026-03-24T22:33:00+05:30
2026-03-24 22:36:00+05:30,1774371960,1.387,1.3888,1.3867,1.3883,20888.0,2026-03-24 22:36:00 IST,2026-03-24T22:36:00+05:30
